FORMULARIO;CODIGO_ACCIDENTE;FECHA;CODIGO_VICTIMA;CODIGO_VEHICULO;TIPO_ACTOR;ESTADO;GENERO;EDAD;GRAVEDAD;CLASE_SINIESTRO;DIRECCION;LONGITUD;LATITUD;CODIGO_LOCALIDAD;TOTAL_HERIDOS;TOTAL_MUERTOS;MOD_VEHICULO;CLASE_VEHICULO;SERVICIO_VEHICULO;CODIGO_CAUSA
A1296;11856;4/11/2021;1;2;CONDUCTOR;ILESO;MASCULINO;22;3;1;CL 171  - KR 111   02;-74.079;4.773;11;;;2021;5;2;121
A1297;11857;4/11/2021;0;1;CONDUCTOR;ILESO;MASCULINO;46;3;1;CL 171  - KR 111   02;-74.079;4.773;11;;;2015;1;3;121
A1298;11858;4/11/2021;1;2;CONDUCTOR;ILESO;MASCULINO;49;3;1;KR 77 G  - CL 59  S 02;-74.177.718.989;459.752.890.999.999;7;;;2004;7;2;121
A1299;11859;4/11/2021;0;1;CONDUCTOR;ILESO;MASCULINO;32;3;1;KR 77 G  - CL 59  S 02;-74.177.718.989;459.752.890.999.999;7;;;2018;1;3;121
A1300;11860;6/11/2021;1;2;CONDUCTOR;ILESO;MASCULINO;34;3;1;KR 72  - CL 12   02;-74.131.465.763;464.459.736.499.998;8;;;2015;5;3;121
A1301;11861;6/11/2021;0;1;MOTOCICLISTA;ILESO;MASCULINO;34;3;1;KR 72  - CL 12   02;-74.131.465.763;464.459.736.499.998;8;;;2021;10;3;121
A1302;11862;6/11/2021;1;2;CONDUCTOR;ILESO;MASCULINO;35;3;1;CL 13 A  - KR 86   02;-741.419.999.999.999;465.400.000.000.005;8;;;2007;2;2;112
A1303;11863;6/11/2021;0;1;CONDUCTOR;ILESO;MASCULINO;37;3;1;CL 13 A  - KR 86   02;-741.419.999.999.999;465.400.000.000.005;8;;;2008;1;3;112
A1304;11864;4/11/2021;1;2;CONDUCTOR;ILESO;FEMENINO;48;3;1;CL 22 B B - KR 60   51;-74.104.599.853;464.374.935.699.999;13;;;1994;1;3;134
A1305;11865;4/11/2021;1;2;CONDUCTOR;ILESO;FEMENINO;48;3;1;CL 22 B B - KR 60   51;-74.104.599.853;464.374.935.699.999;13;;;1994;1;3;157
A1306;11866;4/11/2021;0;1;CONDUCTOR;ILESO;MASCULINO;29;3;1;CL 22 B B - KR 60   51;-74.104.599.853;464.374.935.699.999;13;;;2016;1;3;134
A1307;11867;4/11/2021;0;1;CONDUCTOR;ILESO;MASCULINO;29;3;1;CL 22 B B - KR 60   51;-74.104.599.853;464.374.935.699.999;13;;;2016;1;3;157
A1308;11868;6/11/2021;1;2;CONDUCTOR;ILESO;MASCULINO;44;3;1;CL 27  S- KR 20   02;-74.108.284.243;458.157.329.300.002;18;;;2010;3;2;145
A1309;11869;6/11/2021;0;1;CONDUCTOR;ILESO;FEMENINO;35;3;1;CL 27  S- KR 20   02;-74.108.284.243;458.157.329.300.002;18;;;2010;5;3;145
A1310;11870;3/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;46;3;1;AV AVENIDA ALFREDO D BATEMAN - KR 102   02;-74.093;4.744;11;;;2018;6;3;103
A1311;11871;3/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;60;3;1;AV AVENIDA ALFREDO D BATEMAN - KR 102   02;-74.093;4.744;11;;;2014;2;2;103
A1312;11872;4/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;30;3;1;AK 86  - CL 38  S 23;-74.163.374.047;463.447.871.699.998;8;;;1994;9;2;103
A1313;11873;4/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;30;3;1;AK 86  - CL 38  S 23;-74.163.374.047;463.447.871.699.998;8;;;1994;9;2;132
A1314;11874;4/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;54;3;1;AK 86  - CL 38  S 23;-74.163.374.047;463.447.871.699.998;8;;;2014;2;2;103
A1315;11875;4/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;54;3;1;AK 86  - CL 38  S 23;-74.163.374.047;463.447.871.699.998;8;;;2014;2;2;132
A1316;11876;5/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;27;3;1;CL 119  - KR 14 B  02;-74.042.270.899;469.870.458.899.999;1;;;2008;5;2;121
A1317;11877;5/01/2022;0;1;CONDUCTOR;ILESO;FEMENINO;53;3;1;CL 119  - KR 14 B  02;-74.042.270.899;469.870.458.899.999;1;;;2019;1;3;121
A1318;11878;5/01/2022;1;2;CONDUCTOR;;;;3;1;CL 59 B B S- KR 18 A  80;-74.136.043.097;456.208.447.400.002;6;;;2000;9;3;141
A1319;11879;5/01/2022;1;2;CONDUCTOR;;;;3;1;CL 59 B B S- KR 18 A  80;-74.136.043.097;456.208.447.400.002;6;;;2000;9;3;145
A1320;11880;5/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;38;3;1;CL 59 B B S- KR 18 A  80;-74.136.043.097;456.208.447.400.002;6;;;1998;9;2;141
A1321;11881;5/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;38;3;1;CL 59 B B S- KR 18 A  80;-74.136.043.097;456.208.447.400.002;6;;;1998;9;2;145
A1322;11882;3/01/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;28;2;1;CL 84  S- KR 1   02;-74.105.707.583;450.679.879.299.997;19;2;;2019;10;3;121
A1323;11883;3/01/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;28;2;1;CL 84  S- KR 1   02;-74.105.707.583;450.679.879.299.997;19;2;;2014;1;2;121
A1324;11884;2/01/2022;1;;PEATON;HERIDO;MASCULINO;44;2;2;CL 31  S- KR 19   02;-7.411.145.207;4.579.206.806;18;1;;;;;157
A1325;11885;2/01/2022;0;1;CONDUCTOR;;;;2;2;CL 31  S- KR 19   02;-7.411.145.207;4.579.206.806;18;1;;;0;0;157
A1326;11886;6/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;41;3;1;KR 68 B  - CL 13   02;-7.412.009.035;463.913.608.799.999;9;;;2010;1;3;103
A1327;11887;6/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;36;3;1;KR 68 B  - CL 13   02;-7.412.009.035;463.913.608.799.999;9;;;2016;5;2;103
A1328;11888;6/01/2022;1;2;MOTOCICLISTA;ILESO;MASCULINO;27;3;1;KR 78 B  - CL 38  S 02;-74.151.437.443;462.155.457.900.002;8;;;2018;10;3;157
A1329;11889;6/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;51;3;1;KR 78 B  - CL 38  S 02;-74.151.437.443;462.155.457.900.002;8;;;2010;1;2;157
A1330;11890;6/01/2022;1;2;CICLISTA;ILESO;MASCULINO;43;3;1;KR 78 A  - CL 48 B  S 02;-74.167.514.813;461.503.520.500.003;8;;;;13;0;157
A1331;11891;6/01/2022;1;2;CICLISTA;ILESO;MASCULINO;43;3;1;KR 78 A  - CL 48 B  S 02;-74.167.514.813;461.503.520.500.003;8;;;;13;0;157
A1332;11892;6/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;47;3;1;KR 78 A  - CL 48 B  S 02;-74.167.514.813;461.503.520.500.003;8;;;2014;5;2;157
A1333;11893;6/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;47;3;1;KR 78 A  - CL 48 B  S 02;-74.167.514.813;461.503.520.500.003;8;;;2014;5;2;157
A1334;11894;7/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;37;3;1;KR 30  - CL 1   02;-74.104.718.158;459.976.281.899.998;14;;;2016;1;3;98
A1335;11895;7/01/2022;0;1;MOTOCICLISTA;ILESO;MASCULINO;23;3;1;KR 30  - CL 1   02;-74.104.718.158;459.976.281.899.998;14;;;2021;10;3;98
A1336;11896;8/01/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;24;2;1;CL 140  - KR 20   02;-74.048.081.086;472.379.063.199.998;1;3;;2021;10;3;112
A1337;11897;8/01/2022;2;2;ACOMPANANTE;HERIDO;FEMENINO;25;2;1;CL 140  - KR 20   02;-74.048.081.086;472.379.063.199.998;1;3;;2021;10;3;112
A1338;11898;8/01/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;19;2;1;CL 140  - KR 20   02;-74.048.081.086;472.379.063.199.998;1;3;;2019;10;3;112
A1339;11899;7/01/2022;0;1;CICLISTA;HERIDO;MASCULINO;26;2;3;KR 14  - KR 26  S 02;-74.105.420.894;457.964.033.500.002;18;1;;;13;0;217
A1340;11900;9/01/2022;1;;PEATON;HERIDO;FEMENINO;27;2;2;AU SUR - CL 45 A  S 02;-74.152.846.653;4.595.848.275;19;1;;;;;157
A1341;11901;9/01/2022;0;1;CONDUCTOR;;;;2;2;AU SUR - CL 45 A  S 02;-74.152.846.653;4.595.848.275;19;1;;;0;0;157
A1342;11902;5/01/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;22;2;1;CL 9  - KR 39   02;-74.103.580.112;461.649.941.299.999;16;1;;2016;10;3;112
A1343;11903;5/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;37;2;1;CL 9  - KR 39   02;-74.103.580.112;461.649.941.299.999;16;1;;2017;5;3;112
A1344;11904;7/02/2022;1;2;CONDUCTOR;ILESO;FEMENINO;36;3;1;KR 13  - CL 42   02;-74.079;4.633;13;;;2012;1;3;103
A1345;11905;7/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;39;3;1;KR 13  - CL 42   02;-74.079;4.633;13;;;2015;4;2;103
A1346;11906;7/01/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;24;2;1;AV AVENIDA PRIMERO DE MAYO - CL 34  S 02;-74.161;4.637;8;2;;2021;10;3;103
A1347;11907;7/01/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;22;2;1;AV AVENIDA PRIMERO DE MAYO - CL 34  S 02;-74.161;4.637;8;2;;2017;1;3;103
A1348;11908;15/01/2022;2;3;CONDUCTOR;ILESO;MASCULINO;31;2;1;AC 26  - KR 66   02;-74.101.320.337;4.649.490.625;13;1;;2014;1;3;98
A1349;11909;15/01/2022;2;3;CONDUCTOR;ILESO;MASCULINO;31;2;1;AC 26  - KR 66   02;-74.101.320.337;4.649.490.625;13;1;;2014;1;3;157
A1350;11910;15/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;41;2;1;AC 26  - KR 66   02;-74.101.320.337;4.649.490.625;13;1;;2021;4;2;98
A1351;11911;15/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;41;2;1;AC 26  - KR 66   02;-74.101.320.337;4.649.490.625;13;1;;2021;4;2;157
A1352;11912;15/01/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;36;2;1;AC 26  - KR 66   02;-74.101.320.337;4.649.490.625;13;1;;2011;10;3;98
A1353;11913;15/01/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;36;2;1;AC 26  - KR 66   02;-74.101.320.337;4.649.490.625;13;1;;2011;10;3;157
A1354;11914;9/01/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;27;2;1;AC 72  - KR 93 A  02;-74.113.518.193;469.697.662.599.998;10;1;;2018;10;3;122
A1355;11915;9/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;45;2;1;AC 72  - KR 93 A  02;-74.113.518.193;469.697.662.599.998;10;1;;2015;2;2;122
A1356;11916;7/01/2022;1;2;MOTOCICLISTA;ILESO;MASCULINO;23;3;1;CL 72 A  - KR 65   02;-74.083.042.979;467.575.496.500.001;12;;;2021;10;3;112
A1357;11917;7/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;59;3;1;CL 72 A  - KR 65   02;-74.083.042.979;467.575.496.500.001;12;;;2011;1;2;112
A1358;11918;13/01/2022;1;;PEATON;HERIDO;MASCULINO;20;2;2;KR 82  - CL 53 B  02;-74.177.220.991;4.621.295.425;8;1;;;;;157
A1359;11919;13/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;59;2;2;KR 82  - CL 53 B  02;-74.177.220.991;4.621.295.425;8;1;;2007;4;2;157
A1360;11920;13/01/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;26;2;1;KR 91  - CL 132   02;-74.087.067.887;4.730.882.528;11;3;;;10;3;142
A1361;11921;13/01/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;30;2;1;KR 91  - CL 132   02;-74.087.067.887;4.730.882.528;11;3;;2020;10;3;142
A1362;11922;13/01/2022;2;1;ACOMPANANTE;HERIDO;FEMENINO;24;2;1;KR 91  - CL 132   02;-74.087.067.887;4.730.882.528;11;3;;2020;10;3;142
A1363;11923;12/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;60;3;1;KR 17  - CL 67   02;-74.065.972.661;465.579.106.000.001;12;;;2014;2;2;157
A1364;11924;12/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;60;3;1;KR 17  - CL 67   02;-74.065.972.661;465.579.106.000.001;12;;;2014;2;2;157
A1365;11925;12/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;33;3;1;KR 17  - CL 67   02;-74.065.972.661;465.579.106.000.001;12;;;2020;1;3;157
A1366;11926;12/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;33;3;1;KR 17  - CL 67   02;-74.065.972.661;465.579.106.000.001;12;;;2020;1;3;157
A1367;11927;19/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;51;3;1;KR 68 A  - CL 100   02;-74.072;4.689;11;;;2021;5;3;112
A1368;11928;19/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;58;3;1;KR 68 A  - CL 100   02;-74.072;4.689;11;;;2010;1;3;112
A1369;11929;19/01/2022;1;2;CONDUCTOR;ILESO;FEMENINO;53;3;1;KR 10  - CL 1 B  02;-74.084;4.59;3;;;2014;4;3;121
A1370;11930;19/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;24;3;1;KR 10  - CL 1 B  02;-74.084;4.59;3;;;2013;2;2;121
A1371;11931;23/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;33;3;1;CL 13  - KR 128   02;-74.173;4.682;9;;;2015;2;2;121
A1372;11932;23/01/2022;0;1;CONDUCTOR;ILESO;FEMENINO;21;3;1;CL 13  - KR 128   02;-74.173;4.682;9;;;2021;1;3;121
A1373;11933;22/01/2022;1;2;CICLISTA;HERIDO;MASCULINO;41;2;1;CL 6  - KR 14   02;-74.085;4.597;14;2;;;13;0;157
A1374;11934;22/01/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;29;2;1;CL 6  - KR 14   02;-74.085;4.597;14;2;;2021;10;3;157
A1375;11935;23/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;31;3;1;CL 30 B  S- KR 9 C  E 02;-74.084;4.556;4;;;2020;1;2;134
A1376;11936;23/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;30;3;1;CL 30 B  S- KR 9 C  E 02;-74.084;4.556;4;;;2013;1;3;134
A1377;11937;22/01/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;40;2;1;CL 72  - KR 74   02;-74.097;4.689;10;3;;2020;10;3;122
A1378;11938;22/01/2022;2;2;ACOMPANANTE;HERIDO;MASCULINO;35;2;1;CL 72  - KR 74   02;-74.097;4.689;10;3;;2020;10;3;122
A1379;11939;22/01/2022;0;1;CONDUCTOR;HERIDO;FEMENINO;32;2;1;CL 72  - KR 74   02;-74.097;4.689;10;3;;2014;5;2;122
A1380;11940;21/01/2022;1;2;CICLISTA;ILESO;MASCULINO;32;3;1;CL 24  - KR 46   02;-74.096;4.635;13;;;;13;0;121
A1381;11941;21/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;65;3;1;CL 24  - KR 46   02;-74.096;4.635;13;;;2015;1;2;121
A1382;11942;21/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;20;3;1;CL 138  - KR 54 D  02;-74.059;4.726;11;;;2015;1;3;121
A1383;11943;21/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;56;3;1;CL 138  - KR 54 D  02;-74.059;4.726;11;;;2016;1;2;121
A1384;11944;21/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;69;3;1;CL 13  - KR 86   02;-74.142;4.654;9;;;2005;8;2;157
A1385;11945;21/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;69;3;1;CL 13  - KR 86   02;-74.142;4.654;9;;;2005;8;2;157
A1386;11946;21/01/2022;0;1;CONDUCTOR;ILESO;FEMENINO;32;3;1;CL 13  - KR 86   02;-74.142;4.654;9;;;2018;1;3;157
A1387;11947;21/01/2022;0;1;CONDUCTOR;ILESO;FEMENINO;32;3;1;CL 13  - KR 86   02;-74.142;4.654;9;;;2018;1;3;157
A1388;11948;22/01/2022;2;3;MOTOCICLISTA;ILESO;MASCULINO;42;2;1;AK 86  - CL 6 a  02;-74.156;4.641;8;1;;2019;10;3;121
A1389;11949;22/01/2022;3;3;ACOMPANANTE;HERIDO;MASCULINO;16;2;1;AK 86  - CL 6 a  02;-74.156;4.641;8;1;;2019;10;3;121
A1390;11950;22/01/2022;2;3;MOTOCICLISTA;ILESO;MASCULINO;42;2;1;AK 86  - CL 6 a  02;-74.156;4.641;8;1;;2019;10;3;143
A1391;11951;22/01/2022;3;3;ACOMPANANTE;HERIDO;MASCULINO;16;2;1;AK 86  - CL 6 a  02;-74.156;4.641;8;1;;2019;10;3;143
A1392;11952;22/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;32;2;1;AK 86  - CL 6 a  02;-74.156;4.641;8;1;;2021;5;3;121
A1393;11953;22/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;32;2;1;AK 86  - CL 6 a  02;-74.156;4.641;8;1;;2021;5;3;143
A1394;11954;22/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;40;2;1;AK 86  - CL 6 a  02;-74.156;4.641;8;1;;2007;4;2;121
A1395;11955;22/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;40;2;1;AK 86  - CL 6 a  02;-74.156;4.641;8;1;;2007;4;2;143
A1396;11956;1/02/2022;1;2;CICLISTA;MUERTO;FEMENINO;29;1;1;AV AVENIDA DE LAS AMERICAS - KR 72 C  02;-74.140.079.726;463.087.678.800.002;8;;1;;13;0;157
A1397;11957;1/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;39;1;1;AV AVENIDA DE LAS AMERICAS - KR 72 C  02;-74.140.079.726;463.087.678.800.002;8;;1;1990;9;3;157
A1398;11958;25/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;43;3;1;KR 7  - CL 85   02;-74.047;4.665;2;;;2021;5;3;157
A1399;11959;25/01/2022;1;2;CONDUCTOR;ILESO;MASCULINO;43;3;1;KR 7  - CL 85   02;-74.047;4.665;2;;;2021;5;3;157
A1400;11960;25/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;36;3;1;KR 7  - CL 85   02;-74.047;4.665;2;;;2020;1;3;157
A1401;11961;25/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;36;3;1;KR 7  - CL 85   02;-74.047;4.665;2;;;2020;1;3;157
A1402;11962;26/01/2022;1;2;CONDUCTOR;ILESO;FEMENINO;41;3;1;KR 40  - CL 24 C  02;-74.093;4.631;13;;;2007;1;3;103
A1403;11963;26/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;39;3;1;KR 40  - CL 24 C  02;-74.093;4.631;13;;;2014;2;2;103
A1404;11964;26/01/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;26;2;1;KR 30  - CL 86   02;-74.065;4.675;12;1;;2019;10;3;98
A1405;11965;26/01/2022;0;1;CONDUCTOR;ILESO;MASCULINO;28;2;1;KR 30  - CL 86   02;-74.065;4.675;12;1;;2012;9;2;98
A1406;11966;8/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;38;3;1;CL 22  S- KR 24 G  02;-74.107;4.587;15;;;2020;5;2;134
A1407;11967;8/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;43;3;1;CL 22  S- KR 24 G  02;-74.107;4.587;15;;;2021;5;3;134
A1408;11968;7/02/2022;0;1;CONDUCTOR;;;;3;1;KR 45  - CL 114   02;-74.055;4.698;1;;;;0;0;145
A1409;11969;8/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;31;3;1;KR 1  - CL 74   02;-74.05;4.655;2;;;2021;1;3;121
A1410;11970;8/02/2022;0;1;MOTOCICLISTA;ILESO;MASCULINO;39;3;1;KR 1  - CL 74   02;-74.05;4.655;2;;;2021;10;3;121
A1411;11971;9/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;0;3;1;KR 45  - CL 150   02;-74.05;4.732;1;;;2006;5;2;103
A1412;11972;9/02/2022;0;1;CONDUCTOR;ILESO;FEMENINO;47;3;1;KR 45  - CL 150   02;-74.05;4.732;1;;;2017;1;3;103
A1413;11973;8/02/2022;1;2;CICLISTA;HERIDO;MASCULINO;20;2;1;CL 57 B  S- KR 68   02;-74.158;4.6;7;1;;;13;0;134
A1414;11974;8/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;28;2;1;CL 57 B  S- KR 68   02;-74.158;4.6;7;1;;2006;6;3;134
A1415;11975;12/02/2022;1;2;MOTOCICLISTA;HERIDO;FEMENINO;24;2;1;KR 78  - CL 5 A  02;-74.145;4.629;8;1;;2015;10;3;98
A1416;11976;12/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;27;2;1;KR 78  - CL 5 A  02;-74.145;4.629;8;1;;2013;1;3;98
A1417;11977;12/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;60;2;6;CL 42 A  S- KR 87   02;-74.169;4.633;8;1;;2020;2;2;506
A1418;11978;12/02/2022;1;1;PASAJERO;HERIDO;FEMENINO;20;2;6;CL 42 A  S- KR 87   02;-74.169;4.633;8;1;;2020;2;2;506
A1419;11979;8/02/2022;1;2;MOTOCICLISTA;HERIDO;MASCULINO;26;2;1;CL 71  S- KR 4   02;-74.126.260.573;4.525.938.169;19;1;;2015;10;3;132
A1420;11980;8/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;52;2;1;CL 71  S- KR 4   02;-74.126.260.573;4.525.938.169;19;1;;2011;5;3;132
A1421;11981;12/02/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;24;2;1;KR 123  - CL 13   02;-74.172.708.874;4.677.599.702;9;1;;2021;1;3;157
A1422;11982;9/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;46;2;1;CL 72 A  S- KR 17 A  02;-7.413.761.939;4.545.281.033;19;2;;2015;2;2;157
A1423;11983;9/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;46;2;1;CL 72 A  S- KR 17 A  02;-7.413.761.939;4.545.281.033;19;2;;2015;2;2;157
A1424;11984;9/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;46;2;1;CL 72 A  S- KR 17 A  02;-7.413.761.939;4.545.281.033;19;2;;2015;2;2;301
A1425;11985;9/02/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;17;2;1;CL 72 A  S- KR 17 A  02;-7.413.761.939;4.545.281.033;19;2;;2010;14;3;157
A1426;11986;9/02/2022;2;1;ACOMPANANTE;HERIDO;MASCULINO;2;2;1;CL 72 A  S- KR 17 A  02;-7.413.761.939;4.545.281.033;19;2;;2010;14;3;157
A1427;11987;9/02/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;17;2;1;CL 72 A  S- KR 17 A  02;-7.413.761.939;4.545.281.033;19;2;;2010;14;3;157
A1428;11988;9/02/2022;2;1;ACOMPANANTE;HERIDO;MASCULINO;2;2;1;CL 72 A  S- KR 17 A  02;-7.413.761.939;4.545.281.033;19;2;;2010;14;3;157
A1429;11989;9/02/2022;0;1;CONDUCTOR;HERIDO;MASCULINO;17;2;1;CL 72 A  S- KR 17 A  02;-7.413.761.939;4.545.281.033;19;2;;2010;14;3;301
A1430;11990;9/02/2022;2;1;ACOMPANANTE;HERIDO;MASCULINO;2;2;1;CL 72 A  S- KR 17 A  02;-7.413.761.939;4.545.281.033;19;2;;2010;14;3;301
A1431;11991;9/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;53;3;1;AV AVENIDA BOYACA - DG 64  S 02;-74.138;4.555;19;;;2011;1;2;145
A1432;11992;9/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;33;3;1;AV AVENIDA BOYACA - DG 64  S 02;-74.138;4.555;19;;;2015;2;2;145
A1433;11993;8/02/2022;2;3;CONDUCTOR;ILESO;MASCULINO;26;3;1;KR 56  - CL 9   02;-74.112.033.317;462.832.157.899.999;16;;;2015;5;3;145
A1434;11994;8/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;29;3;1;KR 56  - CL 9   02;-74.112.033.317;462.832.157.899.999;16;;;2012;1;3;145
A1435;11995;8/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;31;3;1;KR 56  - CL 9   02;-74.112.033.317;462.832.157.899.999;16;;;2013;1;3;145
A1436;11996;13/02/2022;1;;PEATON;HERIDO;MASCULINO;37;2;2;CL 22  S- KR 24   02;-74.105;4.584;15;2;;;;;142
A1437;11997;13/02/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;41;2;2;CL 22  S- KR 24   02;-74.105;4.584;15;2;;2018;10;3;142
A1438;11998;12/02/2022;1;;PEATON;HERIDO;FEMENINO;8;2;2;CL 23 B  - KR 119 A  02;-74.149.197.655;4.692.134.406;9;2;;;;;157
A1439;11999;12/02/2022;2;;PEATON;HERIDO;FEMENINO;42;2;2;CL 23 B  - KR 119 A  02;-74.149.197.655;4.692.134.406;9;2;;;;;157
A1440;12000;12/02/2022;0;1;MOTOCICLISTA;ILESO;FEMENINO;22;2;2;CL 23 B  - KR 119 A  02;-74.149.197.655;4.692.134.406;9;2;;2012;10;3;157
A1441;12001;12/02/2022;1;2;CONDUCTOR;ILESO;MASCULINO;31;2;1;CL 149  - KR 104   02;-7.409.439.916;4.748.980.783;11;3;;2021;2;2;121
A1442;12002;12/02/2022;0;1;CONDUCTOR;ILESO;MASCULINO;30;2;1;CL 149  - KR 104   02;-7.409.439.916;4.748.980.783;11;3;;2021;2;2;121
A1443;12003;12/02/2022;2;1;PASAJERO;HERIDO;FEMENINO;28;2;1;CL 149  - KR 104   02;-7.409.439.916;4.748.980.783;11;3;;2021;2;2;121
A1444;12004;12/02/2022;3;1;PASAJERO;HERIDO;FEMENINO;35;2;1;CL 149  - KR 104   02;-7.409.439.916;4.748.980.783;11;3;;2021;2;2;121
A1445;12005;12/02/2022;4;1;PASAJERO;HERIDO;FEMENINO;7;2;1;CL 149  - KR 104   02;-7.409.439.916;4.748.980.783;11;3;;2021;2;2;121
A1446;12006;12/02/2022;3;3;CONDUCTOR;;;;2;1;AV AVENIDA CARACAS - CL 60   02;-74.065;4.647;2;3;;;0;0;112
A1447;12007;12/02/2022;3;3;CONDUCTOR;;;;2;1;AV AVENIDA CARACAS - CL 60   02;-74.065;4.647;2;3;;;0;0;157
A1448;12008;12/02/2022;1;2;CICLISTA;HERIDO;MASCULINO;25;2;1;AV AVENIDA CARACAS - CL 60   02;-74.065;4.647;2;3;;;13;0;112
A1449;12009;12/02/2022;1;2;CICLISTA;HERIDO;MASCULINO;25;2;1;AV AVENIDA CARACAS - CL 60   02;-74.065;4.647;2;3;;;13;0;157
A1450;12010;12/02/2022;0;1;MOTOCICLISTA;HERIDO;MASCULINO;19;2;1;AV AVENIDA CARACAS - CL 60   02;-74.065;4.647;2;3;;2018;10;3;112
A1451;12011;12/02/2022;2;1;ACOMPANANTE;HERIDO;MASCULINO;23;2;1;AV AVENIDA CARACAS - CL 60   02;-74.065;4.647;2;3;;2018;10;3;112
